project_name,country,common_region,region_group,status,sector,capture_type,transport_type,storage_type,utilization_type,start_year,announced_year,capacity_tpa,capacity_mtpa,latitude,longitude,raw_status,raw_sector,source_file,status_standardized
Rocky Mountain Carbon Vault (ALB),Canada,Canada,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2027,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Rolling Hills Carbon Sequestration Hub (ALB),Canada,Canada,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2028,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
The Grande Prairie CCS Hub (ALB),Canada,Canada,North America,Cancelled,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Tourmaline Clearwater CCUS (ALB),Canada,Canada,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Milford Haven CO2 Project (Part of Pembroke Net Zero Centre (PNZC)),United Kingdom,Europe,Europe,Planned,Power and heat,Full chain,,Dedicated storage,,2034,2022,5000000.0,5.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Competitive Power Ventures CCGT (WV),United States,United States,North America,Planned,Power and heat,Capture,,,,,2021,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Bacton CCS,United Kingdom,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cstore 1,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,T&S,,Dedicated storage,,,2021,7500000.0,7.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Iowa Fertilizer Complex CCS phase 1 (IA),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,,2021,450000.0,0.45,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Iowa Fertilizer Complex CCS  phase 2 (IA),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,,2021,250000.0,0.25,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Reindeer CCS,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,2028,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Santos Bonaparte Basin storage,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Heidelberg Materials Mitchell plant (IN),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,,2022,2000000.0,2.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Errai storage project,Norway,Europe,Europe,Cancelled,CO2 T&S,Storage,,Dedicated storage,,2026,2021,8000000.0,8.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
CO2nnectNow HES Wilhelmshaven Tank Terminal phase 1,Germany,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2028,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"CO2T (formerly known as NOR-GE, Windershall DEA - Equinor pipeline)",Netherlands-Norway,Netherlands-Norway,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2035,2022,20000000.0,20.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Luna storage,Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2034,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Bonaparte CCS Block G-7 AP,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Ghent Carbon Hub,Belgium,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2022,6000000.0,6.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Removr Carbfix Polar plant phase 1,Iceland,Iceland,Europe,Planned,DAC,Full chain,,Dedicated storage,,2027,2022,2000.0,0.002,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Carbon Clean CEMEX Rudersdorf plant phase 1,Germany,Europe,Europe,Planned,Industry,CCU,,,,,2021,110000.0,0.11,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Cemex Rudersdorf CO2llect,Germany,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2030,2024,1300000.0,1.3,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Air Liquide Shanghai Chemical Industry Park (SCIP) decarbonisation (Shanghai),People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Fuel transformation,Capture,,,,2028,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Net Power Odessa gas plant (TX),United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,2028,2022,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Ince Bioenergy Carbon Capture and Storage (InBECCS) scaleup,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2029,2021,250000.0,0.25,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Protos CO2 network phase 1,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2022,800000.0,0.8,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Protos CO2 network phase 2,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2022,400000.0,0.4,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Papua LNG CCS,Papua New Guinea,Papua New Guinea,Other Asia Pacific,Planned,Fuel transformation,Full chain,,Dedicated storage,,2027,2018,1000000.0,1.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
"Arcelormittal Hot Briquetted Iron (HBI) plant, Portland (TX)",United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,,2022,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
LG&E Cane Run NGCC CR7 (KY),United States,United States,North America,Planned,Power and heat,Capture,,,,,2022,1700000.0,1.7,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Polk Power station NGCC/Polk carbon storage complex (FL),United States,United States,North America,Planned,Power and heat,Full chain,,Dedicated storage,,,2022,3000000.0,3.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
CEMEX Balcones Cement plant (TX),United States,United States,North America,Planned,Industry,Capture,,,,,2020,500000.0,0.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Hover cement works Hannover phase 2,Germany,Europe,Europe,Planned,Industry,Capture,,,,,2021,800000.0,0.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
GO4ZERO Obourg,Belgium,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2029,2022,1100000.0,1.1,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
ANRAV-CCUS (Devnya plant),Bulgaria,Bulgaria,Europe,Planned,Industry,Full chain,,Dedicated storage,,2028,2022,800000.0,0.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
VAIA HyNoVi project (Vicat Montalieu plant),France,Europe,Europe,Planned,Industry,CCU,,,,2030,2021,500000.0,0.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Project Air Perstorp Oxo capture,Sweden,Europe,Europe,Planned,Industry,CCU,,,,,2019,70000.0,0.07,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Hyskies Vattenfall CHP Lanzatech,Sweden,Europe,Europe,Planned,Power and heat,CCU,,,,2030,2021,200000.0,0.2,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Go4ECOPlanet Kujawy,Poland,Poland,Europe,Planned,Industry,Capture,,Dedicated storage,,2031,2022,1200000.0,1.2,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Medway CCGT power station,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2022,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Grain CCGT power station,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2027,2022,2000000.0,2.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Damhead Creek CCGT power station,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2022,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Medway Hub CCS,United Kingdom,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2032,2022,6000000.0,6.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Longford gas plant,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2022,2000000.0,2.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Co-op Renewable Diesel Complex (SK),Canada,Canada,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2027,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Co-op Belle Plaine Ethanol Complex (SK),Canada,Canada,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn) (SK),Canada,Canada,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2027,2021,3000000.0,3.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Gulf Coast Sequestration Hub Lake Charles (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2020,2700000.0,2.7,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Grandpuits biorefinery,France,Europe,Europe,Under construction,Fuel transformation,CCU,,,,2026,2022,110000.0,0.11,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Arcelor Mittal Air Liquide Low-carbon steel,France,Europe,Europe,Cancelled,Industry,Capture,,Dedicated storage,,,2020,1000000.0,1.0,,,Cancelled,Industry,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Energy Recovery Facility Edmonton EcoPark,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2020,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Antwerp@C CO2 Export Hub phase 2,Belgium,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2019,7500000.0,7.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Chevron Mitsui CO2 shipping SGP-AUS,Singapore-Australia,Singapore-Australia,Australia and Other Asia Pacific,Planned,CO2 T&S,Transport,,Dedicated storage,,,2022,2500000.0,2.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Stanlow Oil Refinery,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2019,860000.0,0.86,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Beishui cement CCUS project (Beijing),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,CCU,,,,2024,2022,100000.0,0.1,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
Jidong cement carbon capture project (Hebei),People's Republic of China,People's Republic of China,Other Asia Pacific,Under construction,Industry,CCU,,Use and storage,,2026,2021,100000.0,0.1,,,Under construction,Industry,IEA-CCUS-2026.xlsx,under_construction
Huaneng Longdong Energy base/Zhengning coal power plant (Gansu),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Power and heat,CCU,,,,2025,2021,1500000.0,1.5,,,Operational,Power and heat,IEA-CCUS-2026.xlsx,operational
BIGST gas fiels Cluster Heads of Agreement,Malaysia,Malaysia,Other Asia Pacific,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Carbon TerraVault 1: Lone Cypress Hydrogen project (CA),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2029,2022,100000.0,0.1,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Jubail CCS Hub (*capture sources under evaluation),Saudi Arabia,Saudi Arabia,Middle East,Under construction,CO2 T&S,T&S,,Dedicated storage,,2027,2022,9000000.0,9.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Battle River clean hydrogen for power station (AB),Canada,Canada,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Exshaw Cement Carbon Capture (ALB),Canada,Canada,North America,Planned,Industry,Capture,,Dedicated storage,,2030,2022,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Athabasca Leismer project (ALB),Canada,Canada,North America,Planned,Fuel transformation,Full chain,,,,2027,2022,440000.0,0.44,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Nutrien Redwater Fertilizer (ALB) phase 2,Canada,Canada,North America,Cancelled,Industry,Capture,,EOR,,,2022,,,,,Cancelled,Industry,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Hinton Bioenergy CCS project (ALB),Canada,Canada,North America,Planned,Industry,Capture,,Dedicated storage,,2027,2022,1260000.0,1.26,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Suncor Edmonton Refinery - Fluid Catalytic Cracker Capture (ALB),Canada,Canada,North America,Cancelled,Fuel transformation,Capture,,,,,2023,,,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Shepard Energy Centre (SEC) (ALB),Canada,Canada,North America,Cancelled,Power and heat,Capture,,,,,2022,,,,,Cancelled,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Morecambe Net Zero,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,3000000.0,3.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 1",United States,United States,North America,Planned,Fuel transformation,Capture,,,,2030,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 2",United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Omifco ammonia capture,Oman,Oman,Middle East,Planned,Fuel transformation,Capture,,,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Structure A&E,Lybia,Lybia,Africa,Planned,Fuel transformation,Full chain,,Dedicated storage,,2030,2023,1600000.0,1.6,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Rohm chemical plant (x2),Germany,Europe,Europe,Planned,Industry,CCU,,,,,2023,500000.0,0.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Carbon America Bridgeport Ethanol - Voyager carbon storage (NE),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,2027,2022,175000.0,0.175,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
ADM Columbus Wet Mill (NE),United States,United States,North America,Operational,Fuel transformation,Capture,,Dedicated storage,,2025,2022,238000.0,0.238,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Bayu-Undan field storage hub Timor-Leste phase 2,Australia-Timor Leste,Australia-Timor Leste,Australia and New Zealand,Planned,CO2 T&S,T&S,,Dedicated storage,,,2021,7700000.0,7.7,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Woodside Browse CCS Assessment,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2018,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Geovault Canning Basin CCS Assessment,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Rockpoint and Inter Pipeline Carbon Sequestration Hub (AB),Canada,Canada,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,,2022,6000000.0,6.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CF Fertilisers Billingham Ammonia CCS,United Kingdom,Europe,Europe,Cancelled,Industry,Capture,,Dedicated storage,,,2021,,,,,Cancelled,Industry,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Rookery South Energy Recovery Facility (ERF),United Kingdom,Europe,Europe,Under construction,Power and heat,Capture,,Dedicated storage,,2029,2022,380000.0,0.38,,,Under construction,Power and heat,IEA-CCUS-2026.xlsx,under_construction
Buxton Lime Net Zero,United Kingdom,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,,2022,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Tees Valley Energy Recovery Facility (TVERF),United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2029,2022,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
ZerCal250,United Kingdom,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,,2021,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Guanghui Energy CCUS integration project Phase 1 (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,Full chain,,EOR,,2023,2021,100000.0,0.1,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
Jiling Petrochemical CCUS (Nanjing refinery) (Jiangsu) phase 1,People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Fuel transformation,Full chain,,EOR,,2023,2021,100000.0,0.1,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
BIR Waste-to-Energy Bergen,Norway,Europe,Europe,Planned,Power and heat,Capture,,,,,2021,100000.0,0.1,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
KVA Linth Waste-to-Energy Niederurnen,Switzerland,Switzerland,Europe,Planned,Power and heat,Capture,,,,2029,2020,100000.0,0.1,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Oceania CCS (capture sources under evaluation),Japan,Japan,Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,2000000.0,2.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
ECO2CEE (previously Poland EU CCS Interconnector) phase 3,"Poland, Latvia, Lithuania","Poland, Latvia, Lithuania",Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2033,2021,300000.0,0.3,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
ECO2Normandy phase 1,France,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2028,2023,3000000.0,3.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Callisto Mediterranean CO2 Network phase 1,France-Italy,France-Italy,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2029,2023,3600000.0,3.6,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Callisto Mediterranean CO2 Network phase 2,France-Italy,France-Italy,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2035,2023,2800000.0,2.8,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
C Zero phase 1,Germany-Netherlands,Germany-Netherlands,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
C Zero phase 2,Germany-Netherlands,Germany-Netherlands,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
C Zero phase 3,Germany-Netherlands,Germany-Netherlands,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2029,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
OLYMPUS Holcim Milaki,Greece,Greece,Europe,Under construction,Industry,Capture,,Dedicated storage,,2029,2023,1000000.0,1.0,,,Under construction,Industry,IEA-CCUS-2026.xlsx,under_construction
KOdeCO net zero project (Koromačno),Croatia,Croatia,Europe,Planned,Industry,Capture,,Dedicated storage,,2028,2023,366000.0,0.366,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Weyburn-Midale storage (SK),Canada,Canada,North America,Operational,CO2 T&S,Storage,,EOR,,2020,,3000000.0,3.0,,,Operational,CO2 T&S,IEA-CCUS-2026.xlsx,operational
Heidelberg Materials CBR Antoing Cement Plant (Anthemis),Belgium,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2030,2023,800000.0,0.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
EU2NSEA PCI Project,Norway,Europe,Europe,Cancelled,CO2 T&S,Transport,,Dedicated storage,,2030,2022,20000000.0,20.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Marquis Industrial Complex (IL),United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2022,1200000.0,1.2,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Hoosier 1 (Cardinal ethanol facility) (IN) ,United States,United States,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2022,400000.0,0.4,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
